 


Daily Averaged Summary
RIVERSIDE MUNI AP (CA)
WBAN ID: 03171
Lat/Lon/Elev: 33.9519/-117.4386/805ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Mean Hourly Temp (F),Max Dew Point Temp (F),Min Dew Point Temp (F),Mean Dew Point Temp (F),Min RH (%),Max RH (%),Mean Pres (inHg),Mean Wind Speed (mph),Max Wind Speed (mph),Max Wind Gust (mph),Mean Wind Dir (deg),Total Precip (in),Max Hourly Precip (in),
2018-11-23,65,48,56.6,52,46,49.0,52,97,989.65,2.3,10,M,354.3,M,0.00,
2018-11-24,68,48,57.4,54,45,49.8,51,93,984.02,2.3,8,M,M,0.00,0.00,
2018-11-25,76,47,62.0,50,30,40.1,23,96,986.07,5.2,9,20,44.7,0.00,0.00,
2018-11-26,77,55,65.0,31,10,18.7,9,36,989.32,7.1,13,22,56.4,0.00,0.00,
2018-11-27,77,50,61.3,39,17,29.6,11,57,987.32,4.6,13,M,17.7,0.00,0.00,
2018-11-28,69,46,57.8,51,35,43.2,37,72,983.68,4.1,13,M,7.0,0.00,0.00,
2018-11-29,59,50,54.6,55,45,51.1,64,100,979.75,6.7,21,30,195.3,M,M,
2018-11-30,63,51,56.1,52,45,48.1,52,100,983.20,3.3,9,M,336.4,M,M,
2018-12-01,62,45,52.8,47,39,43.5,44,97,984.22,3.5,15,M,345.1,0.00,0.00,
2018-12-02,62,43,51.7,45,27,36.3,29,93,986.27,2.8,8,M,30.5,0.00,0.00,
2018-12-03,67,44,54.4,38,21,29.9,18,76,989.79,3.6,9,M,50.1,0.00,0.00,
2018-12-04,69,47,57.0,29,11,19.4,11,50,986.87,6.9,15,17,76.0,0.00,0.00,
2018-12-05,53,42,48.6,48,25,39.6,41,93,983.73,3.2,6,M,49.6,0.21,0.07,
2018-12-06,55,49,51.6,51,45,47.9,74,100,983.05,5.0,15,23,57.1,M,M,
2018-12-07,65,51,57.7,45,41,42.2,43,80,988.42,7.8,14,26,41.8,0.00,0.00,
2018-12-08,73,44,56.9,49,40,43.0,31,89,993.87,2.6,7,M,42.5,0.00,0.00,
2018-12-09,72,48,58.7,44,38,41.2,29,80,993.33,4.2,9,M,59.8,0.00,0.00,
2018-12-10,67,51,57.3,48,39,43.3,37,77,988.15,1.7,6,M,0.7,0.00,0.00,
2018-12-11,70,49,57.2,49,32,42.1,26,86,986.75,3.5,10,17,4.2,0.00,0.00,
2018-12-12,65,44,53.6,51,40,45.3,47,93,989.86,3.2,8,M,4.3,0.00,0.00,
2018-12-13,76,42,58.5,46,17,30.0,11,93,992.97,5.5,9,M,60.2,0.00,0.00,
2018-12-14,68,49,56.7,33,23,29.6,23,50,991.09,3.1,7,M,47.4,0.00,0.00,
2018-12-15,75,47,58.5,35,17,28.7,13,55,988.51,3.5,7,M,27.3,0.00,0.00,
2018-12-16,73,42,55.6,47,26,36.3,18,86,989.96,2.8,9,M,335.9,0.00,0.00,
2018-12-17,64,49,56.3,53,46,49.2,56,93,991.40,2.6,8,M,M,M,0.00,
2018-12-18,66,48,56.4,52,46,48.9,50,100,991.88,1.8,6,M,338.0,M,0.00,
2018-12-19,74,46,58.8,47,40,43.4,32,93,990.88,3.6,10,M,M,0.00,0.00,
2018-12-20,79,46,60.4,45,30,37.2,17,72,988.71,2.9,8,M,23.6,0.00,0.00,
2018-12-21,71,49,57.7,45,35,39.6,28,77,985.66,2.7,7,M,23.7,0.00,0.00,
2018-12-22,70,45,55.3,45,37,40.3,30,80,987.58,3.6,7,M,15.4,0.00,0.00,
2018-12-23,69,43,54.8,50,35,42.1,29,90,989.49,2.3,8,M,347.1,0.00,0.00,
2018-12-24,69,44,54.6,51,39,44.8,36,93,985.79,4.1,13,17,354.6,M,0.00,
2018-12-25,62,47,54.8,51,36,44.3,46,87,979.72,6.1,20,29,249.6,0.00,0.00,
2018-12-26,64,43,52.6,46,34,39.6,33,86,985.40,3.9,10,M,M,0.00,0.00,
2018-12-27,62,42,52.1,42,11,31.7,19,85,983.60,4.9,11,21,M,0.00,0.00,
2018-12-28,56,46,50.9,14,7,10.0,15,28,989.26,9.1,21,37,M,0.00,0.00,
2018-12-29,62,46,54.5,20,3,8.5,10,36,993.69,8.1,14,26,M,0.00,0.00,
2018-12-30,63,39,50.2,43,20,28.2,22,79,987.10,2.9,7,M,M,0.00,0.00,
2018-12-31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
2019-01-01,54,43,48.2,7,0,3.3,11,22,989.61,9.7,21,33,M,0.00,0.00,
2019-01-02,63,41,52.0,31,-3,9.5,8,60,991.80,8.0,15,30,12.2,0.00,0.00,
2019-01-03,68,38,51.2,21,10,15.9,13,41,991.00,3.9,8,0,42.2,0.00,0.00,
2019-01-04,68,36,51.6,39,15,26.0,14,76,986.40,4.0,8,0,26.9,0.00,0.00,
2019-01-05,56,43,49.2,46,26,34.7,40,100,984.96,2.7,7,0,15.9,0.19,0.11,
2019-01-06,58,47,50.8,47,39,44.4,51,93,989.12,3.1,11,0,327.2,0.02,0.01,
2019-01-07,60,49,53.9,49,42,45.1,55,87,992.96,1.0,5,0,11.4,0.00,0.00,
2019-01-08,71,48,58.7,44,39,41.7,31,82,989.62,4.1,8,0,36.0,0.00,0.00,
2019-01-09,68,46,54.9,51,36,43.8,30,87,989.87,3.7,11,0,343.0,0.00,0.00,
2019-01-10,66,44,53.0,50,41,45.2,46,93,989.65,2.3,9,0,352.0,0.00,0.00,
2019-01-11,68,44,53.5,49,36,44.6,30,100,987.45,2.4,8,0,22.1,0.00,0.00,
2019-01-12,57,47,50.9,48,41,45.6,67,94,986.88,3.5,13,17,38.3,0.38,0.17,
2019-01-13,63,40,51.6,46,37,40.9,38,97,987.63,3.5,10,0,M,0.00,0.00,
2019-01-14,55,48,51.2,49,39,44.6,58,94,986.12,3.5,10,0,28.3,0.35,0.09,
2019-01-15,57,48,51.6,51,43,47.6,59,100,987.55,4.4,10,0,52.8,0.53,0.12,
2019-01-16,62,53,56.7,57,51,54.6,77,100,991.25,2.7,10,0,15.6,0.47,0.07,
2019-01-17,61,54,57.8,59,52,55.5,82,100,990.95,4.7,16,0,213.9,0.56,0.17,
2019-01-18,63,51,55.9,53,47,50.2,55,100,993.74,2.2,7,0,7.4,0.00,0.00,
2019-01-19,77,48,61.1,47,38,42.5,24,93,992.90,5.7,9,0,61.2,0.00,0.00,
2019-01-20,72,48,58.6,52,42,45.8,35,94,987.62,3.6,8,0,1.4,0.00,0.00,
2019-01-21,61,46,53.7,51,28,36.8,29,94,987.08,7.8,17,22,248.5,0.00,0.00,
2019-01-22,63,51,56.2,27,3,11.6,9,37,993.84,12.4,25,37,28.3,0.00,0.00,
2019-01-23,68,43,54.5,32,9,20.3,14,53,994.42,2.9,10,0,18.8,0.00,0.00,
2019-01-24,74,45,61.3,32,22,25.5,15,57,990.41,8.8,14,23,55.0,0.00,0.00,
2019-01-25,76,45,62.6,31,16,23.7,11,53,990.35,8.7,18,28,38.3,0.00,0.00,
2019-01-26,78,57,68.9,28,14,18.4,9,33,992.41,10.4,21,34,22.4,0.00,0.00,
2019-01-27,76,50,60.9,37,29,33.0,19,58,989.14,4.7,11,0,7.8,0.00,0.00,
2019-01-28,73,46,58.9,44,37,39.4,27,71,985.41,2.7,6,0,28.8,0.00,0.00,
2019-01-29,71,53,60.9,49,41,44.7,33,72,982.90,2.9,9,0,328.1,0.00,0.00,
2019-01-30,67,52,57.1,52,48,50.5,60,94,983.11,2.8,10,0,326.8,0.00,0.00,
2019-01-31,60,47,52.5,53,46,49.5,68,100,984.33,3.8,11,0,28.5,0.34,0.14,
2019-02-01,61,42,53.0,50,42,46.7,63,100,985.24,3.7,10,0,3.4,0.02,0.02,
2019-02-02,58,49,52.8,52,48,50.4,77,100,981.21,6.7,22,33,32.8,0.93,0.24,
2019-02-03,55,45,50.8,51,44,47.9,77,100,982.63,3.4,8,0,34.0,0.23,0.16,
2019-02-04,55,48,50.7,50,44,47.6,76,100,980.90,5.1,11,0,219.1,0.49,0.12,
2019-02-05,52,42,47.6,46,33,40.6,54,93,982.97,7.7,15,22,253.2,0.21,0.05,
2019-02-06,54,34,43.7,36,23,30.0,30,93,988.99,3.9,11,0,337.0,0.00,0.00,
2019-02-07,60,34,47.0,31,21,26.9,22,85,992.99,5.4,15,0,61.6,0.00,0.00,
2019-02-08,60,36,47.7,40,24,32.5,26,81,988.65,3.7,10,0,348.8,0.00,0.00,
2019-02-09,57,41,48.1,46,38,41.0,51,100,986.72,4.3,11,0,333.8,0.14,0.08,
2019-02-10,53,41,46.6,46,36,41.7,67,93,986.69,5.4,18,26,282.4,0.12,0.05,
2019-02-11,60,34,46.3,31,20,26.5,21,70,990.50,2.8,7,0,25.2,0.00,0.00,
2019-02-12,66,36,51.4,29,20,25.7,18,76,988.82,3.2,8,0,40.7,0.00,0.00,
2019-02-13,58,48,51.7,50,29,39.1,41,94,984.81,4.4,8,0,47.2,0.06,0.02,
2019-02-14,60,48,53.6,58,46,51.2,72,100,981.33,6.7,20,41,33.4,2.68,0.32,
2019-02-15,58,47,51.8,48,41,45.4,55,100,988.29,5.8,14,0,292.3,0.09,0.07,
2019-02-16,57,43,50.1,46,32,40.1,39,93,988.68,6.3,16,17,275.4,0.00,0.00,
2019-02-17,53,39,46.5,43,33,38.1,47,89,986.17,6.0,16,31,306.9,0.02,0.01,
2019-02-18,57,35,44.5,37,18,29.7,24,93,986.62,3.4,11,20,2.6,0.00,0.00,
2019-02-19,56,37,46.7,35,14,23.9,19,79,989.15,5.5,13,23,325.0,0.00,0.00,
2019-02-20,52,36,44.4,42,31,34.6,43,93,982.70,2.3,6,0,27.7,0.05,0.03,
2019-02-21,53,36,43.6,42,30,37.0,43,93,974.15,4.8,11,22,337.0,0.35,0.11,
2019-02-22,58,36,47.4,34,16,24.8,21,93,985.61,6.4,13,30,357.0,0.00,0.00,
2019-02-23,60,35,47.9,34,20,28.3,23,78,994.59,4.0,13,0,2.8,0.00,0.00,
2019-02-24,66,39,52.1,38,26,33.0,24,81,990.06,3.6,10,0,4.5,0.00,0.00,
2019-02-25,66,44,54.3,43,33,38.5,34,81,987.82,3.9,9,0,344.0,0.00,0.00,
2019-02-26,67,43,55.1,48,39,43.4,42,87,988.12,4.7,9,0,324.7,0.00,0.00,
2019-02-27,64,47,55.1,48,42,45.5,46,93,990.25,3.0,8,0,319.8,0.00,0.00,
2019-02-28,67,53,58.5,54,48,51.6,59,94,989.40,4.1,11,0,M,0.00,0.00,
2019-03-01,65,55,58.9,53,49,51.3,56,94,987.78,3.5,10,0,291.1,0.00,0.00,
2019-03-02,63,54,57.3,57,50,54.4,77,100,986.57,4.2,9,0,308.8,0.63,0.17,
2019-03-03,63,52,56.3,55,49,51.5,65,100,988.27,5.5,14,0,289.7,0.00,0.00,
2019-03-04,61,48,54.4,49,43,46.7,51,89,987.85,2.8,9,0,314.2,0.00,0.00,
2019-03-05,69,43,55.9,49,39,45.0,40,100,985.49,5.5,16,0,7.1,0.00,0.00,
2019-03-06,62,51,55.9,55,48,52.1,77,100,984.86,4.2,10,0,M,0.69,0.26,
2019-03-07,61,49,54.6,52,40,47.5,58,94,986.19,7.0,18,25,275.8,0.02,0.01,
2019-03-08,59,45,50.2,44,34,39.9,44,93,986.14,8.3,18,28,235.3,0.04,0.01,
2019-03-09,59,42,49.9,41,35,39.1,47,92,985.66,4.9,14,17,311.4,0.00,0.00,
2019-03-10,58,43,49.8,43,34,40.0,41,87,983.95,3.7,10,0,321.4,0.00,0.00,
2019-03-11,63,42,53.3,46,32,38.7,32,93,981.16,6.9,17,31,33.8,0.01,0.01,
2019-03-12,67,49,56.3,48,35,44.7,39,94,978.31,6.5,17,26,M,0.04,0.02,
2019-03-13,64,48,55.1,47,33,41.6,37,89,985.79,4.6,9,0,300.7,0.00,0.00,
2019-03-14,67,53,58.5,20,10,13.0,11,26,991.75,11.3,18,34,M,0.00,0.00,
2019-03-15,73,43,59.3,28,17,21.9,13,52,988.73,7.2,16,32,31.1,0.00,0.00,
2019-03-16,79,49,64.4,37,22,27.3,14,51,986.52,5.2,13,24,M,0.00,0.00,
2019-03-17,83,46,66.0,44,32,37.5,16,71,985.77,4.3,13,0,M,0.00,0.00,
2019-03-18,81,52,65.2,46,39,42.4,23,71,984.81,4.5,16,16,338.4,0.00,0.00,
2019-03-19,72,52,60.2,52,42,47.5,38,82,984.46,5.0,18,23,339.7,0.00,0.00,
2019-03-20,62,50,54.2,51,43,46.8,51,94,987.04,2.6,8,0,34.9,M,M,
2019-03-21,57,46,51.6,47,43,45.0,59,93,989.65,4.1,10,0,312.8,M,M,
2019-03-22,65,48,55.2,48,42,45.0,45,93,990.77,3.5,11,0,M,0.00,0.00,
2019-03-23,65,47,55.0,51,43,46.8,45,94,990.49,3.7,15,0,323.2,0.00,0.00,
2019-03-24,71,49,59.0,51,44,48.1,38,94,990.79,2.6,9,0,329.8,0.00,0.00,
2019-03-25,78,46,61.6,50,23,44.3,14,93,988.77,4.3,14,0,337.7,0.00,0.00,
2019-03-26,74,48,59.9,48,42,45.0,33,87,985.99,3.3,14,0,325.0,0.00,0.00,
2019-03-27,70,50,58.5,53,36,48.4,33,94,987.95,4.7,15,0,309.3,0.00,0.00,
2019-03-28,69,52,58.6,52,42,46.5,40,94,991.53,4.6,14,17,M,0.00,0.00,
2019-03-29,70,46,58.3,46,40,42.6,33,87,990.17,4.8,13,0,296.6,0.00,0.00,
2019-03-30,80,47,64.5,41,24,35.9,13,81,987.00,4.6,13,0,M,0.00,0.00,
2019-03-31,83,52,67.5,40,23,32.8,11,54,986.25,5.0,10,0,33.2,0.00,0.00,
2019-04-01,83,56,68.0,39,26,35.5,13,51,983.90,5.0,15,23,7.6,0.00,0.00,
2019-04-02,72,50,61.0,52,40,44.5,31,77,983.57,6.3,18,25,303.9,0.00,0.00,
2019-04-03,67,54,58.8,52,47,49.4,49,94,987.26,5.2,11,0,295.3,0.01,0.01,
2019-04-04,68,52,57.8,51,45,47.1,43,94,987.39,5.8,15,23,M,0.00,0.00,
2019-04-05,66,53,58.0,50,42,46.5,43,82,986.33,6.4,15,20,280.3,0.00,0.00,
2019-04-06,72,53,60.2,50,46,48.9,43,88,988.61,3.5,11,0,330.3,0.00,0.00,
2019-04-07,84,51,66.5,54,41,49.1,22,87,989.72,3.6,11,0,330.9,0.00,0.00,
2019-04-08,89,57,72.5,53,39,48.4,18,77,987.49,4.8,11,17,343.2,0.00,0.00,
2019-04-09,78,57,66.6,54,22,44.3,20,82,984.11,7.4,17,24,298.5,0.00,0.00,
2019-04-10,76,51,63.1,36,19,27.5,12,47,987.16,5.7,15,17,M,0.00,0.00,
2019-04-11,73,48,60.5,46,30,36.6,22,82,983.75,4.7,15,21,320.6,0.00,0.00,
2019-04-12,74,49,61.0,47,30,41.1,20,93,979.17,6.9,18,25,M,0.00,0.00,
2019-04-13,81,50,65.4,44,25,38.0,14,76,984.62,6.0,20,25,343.7,0.00,0.00,
2019-04-14,77,52,64.0,42,35,39.7,22,71,983.62,5.7,15,23,311.9,0.00,0.00,
2019-04-15,74,49,60.5,49,33,40.7,23,82,981.75,6.0,17,24,M,0.00,0.00,
2019-04-16,66,52,57.6,50,45,47.2,49,88,985.35,4.1,14,0,334.9,0.00,0.00,
2019-04-17,81,50,63.5,50,34,46.7,18,94,989.32,4.9,18,24,315.7,0.00,0.00,
2019-04-18,90,53,71.0,48,39,45.5,17,77,987.84,5.8,18,24,333.6,0.00,0.00,
2019-04-19,85,54,67.5,54,40,49.3,24,94,983.49,6.5,18,26,300.3,0.00,0.00,
2019-04-20,67,54,59.2,52,47,49.0,49,88,984.75,5.9,16,22,297.5,0.00,0.00,
2019-04-21,70,54,60.0,49,42,46.6,38,82,985.62,5.4,17,24,M,0.00,0.00,
2019-04-22,79,50,63.1,52,45,47.9,32,82,984.73,5.6,17,24,309.1,0.00,0.00,
2019-04-23,90,53,70.1,52,39,48.8,17,88,983.77,5.9,21,30,M,0.00,0.00,
2019-04-24,86,57,69.9,52,42,49.1,23,82,984.66,4.2,11,18,311.3,0.00,0.00,
2019-04-25,87,55,69.4,54,33,48.5,16,94,984.64,5.0,14,23,298.4,0.00,0.00,
2019-04-26,81,53,64.5,55,49,52.5,34,100,985.06,6.4,17,23,286.7,0.00,0.00,
2019-04-27,74,56,61.4,54,52,53.2,50,94,984.32,5.2,14,0,303.0,0.00,0.00,
2019-04-28,78,58,64.1,54,52,53.0,42,88,981.05,5.3,18,23,M,0.00,0.00,
2019-04-29,67,54,59.2,55,49,51.3,52,100,981.03,6.3,14,21,M,0.01,0.01,
2019-04-30,68,55,59.3,52,46,48.8,46,88,984.73,7.5,14,21,274.0,0.00,0.00,
2019-05-01,75,54,61.5,49,44,46.0,34,77,985.52,5.2,14,20,M,0.00,0.00,
2019-05-02,78,51,63.1,51,48,49.1,34,87,984.66,4.5,13,20,319.7,0.00,0.00,
2019-05-03,79,53,65.1,53,49,50.7,34,88,983.70,5.1,14,17,312.9,0.00,0.00,
2019-05-04,80,51,63.3,53,44,50.6,30,100,982.03,M,M,17,M,0.00,0.00,
2019-05-05,75,54,61.7,52,37,48.2,25,94,981.33,7.3,20,25,286.7,0.00,0.00,
2019-05-06,70,55,60.8,52,44,48.2,40,88,983.10,7.2,16,24,290.0,0.00,0.00,
2019-05-07,66,56,60.2,52,48,49.5,52,88,987.30,6.1,13,17,M,0.00,0.00,
2019-05-08,65,56,60.2,51,49,50.0,56,82,984.85,6.3,11,0,274.1,0.00,0.00,
2019-05-09,66,56,59.7,53,51,51.8,60,88,980.22,5.8,11,0,274.9,0.00,0.00,
2019-05-10,65,55,58.9,55,52,53.7,64,94,980.87,2.1,9,0,M,0.00,0.00,
2019-05-11,77,54,64.9,55,51,52.6,41,94,982.85,4.1,17,25,326.1,0.00,0.00,
2019-05-12,79,55,66.0,56,51,54.2,44,88,983.76,5.0,15,24,314.0,0.00,0.00,
2019-05-13,75,58,64.6,57,55,56.1,50,94,985.58,4.8,13,20,304.5,0.00,0.00,
2019-05-14,83,59,66.6,57,51,55.6,35,88,985.23,4.7,14,20,M,0.00,0.00,
2019-05-15,73,57,63.5,55,51,53.8,50,94,983.67,8.0,20,30,283.6,0.00,0.00,
2019-05-16,68,55,59.9,57,43,49.0,43,100,983.05,7.0,18,31,282.2,0.01,0.01,
2019-05-17,71,50,60.5,47,41,44.0,35,82,985.09,5.1,15,22,324.5,0.00,0.00,
2019-05-18,74,50,61.5,54,41,44.9,31,88,983.76,6.0,17,24,M,0.00,0.00,
2019-05-19,66,50,56.5,52,42,48.2,49,94,981.88,8.2,21,28,249.4,M,0.01,
2019-05-20,69,51,58.8,49,41,45.5,35,87,982.69,5.8,17,18,290.8,M,M,
2019-05-21,67,51,58.3,49,44,46.1,46,87,980.97,6.7,20,26,298.8,0.00,0.00,
2019-05-22,66,50,54.9,49,38,46.9,37,94,977.67,3.2,11,17,5.8,0.40,0.19,
2019-05-23,60,50,55.7,52,45,49.3,63,94,984.49,2.4,7,0,M,0.00,0.00,
2019-05-24,79,49,62.4,51,38,46.9,25,100,983.78,5.9,16,24,298.9,0.00,0.00,
2019-05-25,74,52,61.9,50,47,48.8,40,87,981.79,6.4,20,24,M,0.00,0.00,
2019-05-26,60,52,56.2,50,44,47.4,59,82,983.50,7.2,14,0,272.0,0.02,0.01,
2019-05-27,69,48,57.4,47,-8,37.8,7,87,985.57,4.6,13,16,M,0.00,0.00,
2019-05-28,76,48,61.8,49,-36,42.1,2,81,982.75,4.2,14,22,M,0.00,0.00,
2019-05-29,83,53,67.2,M,M,M,M,M,981.25,5.2,20,22,M,0.00,0.00,
2019-05-30,85,55,67.1,54,50,52.6,31,94,982.01,6.0,16,25,M,M,M,
2019-05-31,80,57,64.2,55,52,53.8,39,88,981.79,6.0,15,23,294.5,0.00,0.00,
2019-06-01,72,58,63.6,54,52,52.7,53,88,981.35,7.0,14,21,276.6,0.00,0.00,
2019-06-02,71,57,62.4,54,52,53.3,53,88,982.29,6.1,13,20,M,0.00,0.00,
2019-06-03,78,57,64.3,55,52,53.6,45,88,982.52,5.1,13,0,M,0.00,0.00,
2019-06-04,82,57,66.6,58,53,55.7,42,88,982.81,5.6,16,22,M,0.00,0.00,
2019-06-05,86,58,69.3,60,55,57.7,42,94,983.07,5.4,14,18,M,0.00,0.00,
2019-06-06,87,60,69.7,60,57,58.2,36,88,983.08,6.8,18,25,M,0.00,0.00,
2019-06-07,80,60,67.7,59,56,57.4,45,88,982.16,6.3,15,22,283.2,0.00,0.00,
2019-06-08,87,61,71.6,57,55,56.6,33,88,982.71,6.0,16,23,301.8,0.00,0.00,
2019-06-09,103,59,79.7,59,36,53.9,10,88,984.05,5.4,17,18,295.1,0.00,0.00,
2019-06-10,104,65,86.4,57,31,46.5,8,77,984.93,4.2,16,22,336.0,0.00,0.00,
2019-06-11,106,67,84.6,60,45,54.2,14,78,984.91,5.1,16,21,M,0.00,0.00,
2019-06-12,94,63,78.0,61,55,57.5,28,84,983.71,6.4,17,24,M,0.00,0.00,
2019-06-13,81,60,69.0,59,54,57.7,45,94,983.30,7.5,16,23,M,0.00,0.00,
2019-06-14,79,60,67.3,56,54,55.2,45,82,983.61,6.7,15,23,282.2,0.00,0.00,
2019-06-15,82,61,67.8,58,56,56.9,42,83,983.22,5.6,14,16,298.3,0.00,0.00,
2019-06-16,82,63,68.0,59,57,57.9,45,83,981.56,5.9,17,24,M,0.00,0.00,
2019-06-17,76,60,66.0,59,56,57.5,54,94,982.04,6.6,16,23,283.0,0.00,0.00,
2019-06-18,78,61,67.2,58,55,56.5,50,82,984.07,6.2,13,21,289.1,0.00,0.00,
2019-06-19,86,59,69.4,59,55,57.3,35,88,984.49,6.3,14,20,M,0.00,0.00,
2019-06-20,74,62,66.5,58,56,57.0,57,83,983.67,6.8,16,22,287.0,0.00,0.00,
2019-06-21,74,61,66.0,56,53,55.0,53,82,982.74,7.4,17,24,286.1,0.00,0.00,
2019-06-22,81,61,68.6,57,54,55.4,42,82,983.94,7.2,14,16,284.0,0.00,0.00,
2019-06-23,90,58,71.3,58,54,56.2,32,88,984.28,6.0,16,25,M,0.00,0.00,
2019-06-24,85,59,68.9,59,56,57.6,40,88,982.39,6.1,13,18,M,0.00,0.00,
2019-06-25,76,60,65.6,59,56,57.2,54,88,982.43,6.5,16,21,285.3,0.00,0.00,
2019-06-26,81,61,68.6,57,54,56.0,39,83,984.12,6.7,16,21,286.8,0.00,0.00,
2019-06-27,88,59,70.3,58,52,55.9,29,88,985.19,5.7,15,22,300.4,0.00,0.00,
2019-06-28,89,59,72.1,58,48,54.2,24,88,985.23,5.9,18,24,294.3,0.00,0.00,
2019-06-29,90,61,75.3,58,31,50.4,14,82,985.26,4.3,15,21,322.8,0.00,0.00,
2019-06-30,96,64,77.9,55,32,47.8,12,64,985.02,5.9,17,26,M,0.00,0.00,
2019-07-01,94,62,76.6,56,46,51.4,20,72,983.84,5.3,18,24,312.1,0.00,0.00,
2019-07-02,91,62,74.8,57,47,53.1,24,77,982.48,5.7,17,25,306.9,0.00,0.00,
2019-07-03,86,60,71.2,58,52,56.4,33,88,981.93,6.2,16,22,M,0.00,0.00,
2019-07-04,85,61,71.3,58,55,56.6,37,83,983.16,7.5,18,23,M,0.00,0.00,
2019-07-05,87,60,71.4,58,54,56.9,33,88,985.38,6.4,15,20,M,0.00,0.00,
2019-07-06,88,60,71.0,60,56,57.7,33,88,985.32,7.6,17,21,281.5,0.00,0.00,
2019-07-07,86,61,69.3,59,56,57.3,35,88,984.61,6.6,17,22,282.0,0.00,0.00,
2019-07-08,81,61,69.2,57,55,56.0,42,83,985.44,6.9,16,22,M,0.00,0.00,
2019-07-09,90,61,73.0,58,50,56.3,29,88,986.04,6.1,18,23,M,0.00,0.00,
2019-07-10,93,62,76.0,59,53,56.0,28,83,986.47,6.0,15,23,301.8,0.00,0.00,
2019-07-11,96,64,79.0,59,50,55.1,24,73,984.30,5.2,16,21,306.6,0.00,0.00,
2019-07-12,99,65,81.0,61,55,58.4,25,83,980.71,5.3,16,24,302.3,0.00,0.00,
2019-07-13,97,68,80.9,62,58,59.9,28,78,981.19,5.6,16,22,301.0,0.00,0.00,
2019-07-14,100,63,79.3,62,49,58.2,19,94,984.04,5.9,17,23,M,0.00,0.00,
2019-07-15,100,65,81.5,60,50,56.3,21,83,982.13,4.4,15,21,312.8,0.00,0.00,
2019-07-16,97,67,80.2,60,52,57.5,26,83,980.43,4.8,15,24,320.4,0.00,0.00,
2019-07-17,92,62,74.1,61,55,59.5,30,94,983.23,7.3,20,26,M,0.00,0.00,
2019-07-18,91,62,74.2,60,55,58.3,32,88,983.87,6.0,17,24,295.9,0.00,0.00,
2019-07-19,88,60,71.4,59,56,57.3,35,88,983.25,6.1,17,24,M,0.00,0.00,
2019-07-20,90,61,72.7,58,49,56.7,30,88,983.11,6.1,16,21,M,0.00,0.00,
2019-07-21,97,62,77.4,59,55,57.3,27,77,982.80,5.8,16,18,M,0.00,0.00,
2019-07-22,97,65,79.3,64,54,58.8,29,83,984.31,5.4,17,22,M,0.02,0.02,
2019-07-23,104,74,86.7,64,54,59.3,25,73,984.34,5.4,17,0,M,0.00,0.00,
2019-07-24,104,73,87.1,59,44,55.0,22,57,983.85,6.3,18,25,M,0.00,0.00,
2019-07-25,99,75,84.9,59,52,55.5,24,51,983.94,5.5,17,23,M,0.00,0.00,
2019-07-26,101,72,84.1,59,54,56.0,25,57,985.13,5.5,17,24,M,0.00,0.00,
2019-07-27,102,70,85.2,60,55,56.5,22,61,984.48,5.7,16,20,295.7,0.00,0.00,
2019-07-28,98,70,81.5,62,56,59.2,28,73,983.68,5.1,15,21,298.8,0.00,0.00,
2019-07-29,94,64,77.6,63,59,61.2,31,88,982.26,6.1,11,22,M,0.00,0.00,
2019-07-30,93,63,76.2,62,59,60.9,33,94,982.51,6.7,16,23,M,0.00,0.00,
2019-07-31,92,65,76.8,64,59,61.5,34,88,984.30,6.8,16,21,285.7,0.00,0.00,
2019-08-01,98,64,78.7,62,52,57.6,24,88,984.81,5.1,16,24,M,0.00,0.00,
2019-08-02,99,64,81.3,55,44,50.7,16,64,983.68,5.0,17,25,318.5,0.00,0.00,
2019-08-03,99,67,81.8,58,44,53.4,17,68,982.77,5.5,15,17,297.0,0.00,0.00,
2019-08-04,99,67,80.9,59,49,55.1,19,68,983.30,5.9,16,17,295.7,0.00,0.00,
2019-08-05,102,65,81.7,59,41,54.2,14,77,983.06,4.8,15,23,M,0.00,0.00,
2019-08-06,104,65,79.9,61,36,57.0,11,88,982.57,6.1,17,23,M,0.00,0.00,
2019-08-07,93,66,76.2,61,54,59.5,30,83,983.37,5.6,14,20,292.5,0.00,0.00,
2019-08-08,93,63,76.4,62,48,57.2,24,94,982.89,5.1,16,22,M,0.00,0.00,
2019-08-09,94,62,76.6,58,44,53.0,20,77,982.51,4.9,15,24,321.4,0.00,0.00,
2019-08-10,90,62,74.1,58,48,54.5,24,77,983.12,5.6,16,23,301.4,0.00,0.00,
2019-08-11,90,63,74.8,59,53,56.3,30,77,984.10,5.2,17,23,M,0.00,0.00,
2019-08-12,93,62,75.6,61,53,57.3,27,88,M,4.9,17,22,307.0,M,M,
2019-08-13,97,63,78.9,60,52,57.0,24,88,984.09,4.9,16,22,M,0.00,0.00,
2019-08-14,102,66,82.8,58,47,53.1,16,68,984.24,4.6,16,22,314.4,0.00,0.00,
2019-08-15,101,64,81.0,56,41,51.0,13,68,983.28,4.2,15,18,321.9,0.00,0.00,
2019-08-16,96,61,75.0,59,43,55.4,17,88,982.77,6.3,16,24,M,0.00,0.00,
2019-08-17,89,62,71.4,59,52,57.5,30,88,982.04,5.9,16,23,M,0.00,0.00,
